,product,title,rating,text,preprocessed_title,preprocessed_text
172,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Liseuse pratique et autonome,4,"La liseuse est super pour quatre raisons simples:- L'éclairage réglable de l'écran est parfait surtout la nuit.- La portabilité, légère et pratique pour lire dans les transports en commun.- Le téléchargement rapide des ebooks (Sur Amazon), les envoyer par mail en format pdf, epub (après conversion) ou mobi.- L'autonomie, je lis environ 1-3 heures par jour et elle tient presque 6 jours (WIFI activé)Ce que je n'ai pas apprécié ?- Le fait que la conversion pdf, Epub->Mobi ne marche pas super bien et que les livres seront endommagés.- Des bugs en navigation entre les pages (ça diffère d'un livre à un autre) et la qualité du tactile mais ce n'est pas très grave.- La version avec pubs me dérange, mais vu le prix ce n'est pas du tout terrible.","['liseuse', 'pratique', 'autonome']","['liseuse', 'super', 'quatre', 'raisons', 'simples', 'léclairage', 'réglable', 'lécran', 'parfait', 'surtout', 'nuit', 'portabilité', 'légère', 'pratique', 'lire', 'transports', 'commun', 'téléchargement', 'rapide', 'ebooks', 'amazon', 'envoyer', 'mail', 'format', 'pdf', 'epub', 'après', 'conversion', 'mobi', 'lautonomie', 'lis', 'environ', 'heures', 'jour', 'tient', 'presque', 'jours', 'wifi', 'activéce', 'nai', 'apprécié', 'fait', 'conversion', 'pdf', 'epubmobi', 'marche', 'super', 'bien', 'livres', 'endommagés', 'bugs', 'navigation', 'entre', 'pages', 'ça', 'diffère', 'dun', 'livre', 'autre', 'qualité', 'tactile', 'nest', 'très', 'grave', 'version', 'pubs', 'dérange', 'vu', 'prix', 'nest', 'tout', 'terrible']"
173,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Liseuse avec un excellent rapport qualité prix.,5,"Première liseuse et je n'en suis pas déçu. Pour le prix elle est bien fini, l'écran est de bonne qualité, ainsi que l'éclairage. Évidemment quand on à l'habitude d'un téléphone ou d'une tablette, la réactivité est déstabilisante puisque elle est moins réactive. Cependant pour tourner des pages cela fonctionne bien, de même que la navigation.Les pubs ne sont pas un problème, elles sont très discrètes sur la page d'accueil et inexistante en lecture.Autonomie excellente.","['liseuse', 'excellent', 'rapport', 'qualité', 'prix']","['première', 'liseuse', 'nen', 'déçu', 'prix', 'bien', 'fini', 'lécran', 'bonne', 'qualité', 'ainsi', 'léclairage', 'évidemment', 'quand', 'lhabitude', 'dun', 'téléphone', 'dune', 'tablette', 'réactivité', 'déstabilisante', 'puisque', 'moins', 'réactive', 'cependant', 'tourner', 'pages', 'cela', 'fonctionne', 'bien', 'navigationles', 'pubs', 'problème', 'elles', 'très', 'discrètes', 'page', 'daccueil', 'inexistante', 'lectureautonomie', 'excellente']"
174,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",WIFI,1,"Impossible de tester car la première ne fonctionnait pas et la seconde idem: refuse de se connecter à ma free-box alors qu'il y a déjà 3 mac, une tablette, un iPhone qui fonctionnent sans problème. Trouve parfois la connexion partagée avec mon iPhone mais refuse le mot de passe. Combien vais-je devoir en retourner?",['wifi'],"['impossible', 'tester', 'car', 'première', 'fonctionnait', 'seconde', 'idem', 'refuse', 'connecter', 'freebox', 'alors', 'quil', 'a', 'déjà', 'mac', 'tablette', 'iphone', 'fonctionnent', 'sans', 'problème', 'trouve', 'parfois', 'connexion', 'partagée', 'iphone', 'refuse', 'mot', 'passe', 'combien', 'vaisje', 'devoir', 'retourner']"
175,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Indispensable,5,"Étant une dévoreuse de livre, mais n'ayabt pas de place pour de vrai livre, cela fait longtemps que j'ai opté pour la liseuse. Celui-ci est mon deuxième exemplaire, mon ancien modèle a rendu l'âme.Je l'ignorais quand j'ai acheté celui-ci mais il a des fonctions que je n'avais pas dans l'ancien. Éclairage intégré, taille de police qui reste mémoriser...Avoir une liseuse c'est tout bonnement génial, surtout n'hésitez pas !Un si petit objet avec de si grande possibilité...",['indispensable'],"['dévoreuse', 'livre', 'nayabt', 'place', 'vrai', 'livre', 'cela', 'fait', 'longtemps', 'jai', 'opté', 'liseuse', 'celuici', 'deuxième', 'exemplaire', 'ancien', 'modèle', 'a', 'rendu', 'lâmeje', 'lignorais', 'quand', 'jai', 'acheté', 'celuici', 'a', 'fonctions', 'navais', 'lancien', 'éclairage', 'intégré', 'taille', 'police', 'reste', 'mémoriseravoir', 'liseuse', 'cest', 'tout', 'bonnement', 'génial', 'surtout', 'nhésitez', 'si', 'petit', 'objet', 'si', 'grande', 'possibilité']"
176,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Mon Kindle,5,Après la mord de mon premier Kindle ( que j’adorais ) dû à son grand âge . Je me suis posé quelque question qu’une personne de l’assistance d’Amazon a  rapidement répondue. Mon nouveau Kindle a plus de technologie que l’ancien. Je tourne les pages  digitalement et en plus il a un éclairage frontal. Je l’aime bien aussi.,['kindle'],"['après', 'mord', 'premier', 'kindle', '’', 'adorais', 'dû', 'grand', 'âge', 'posé', 'quelque', 'question', '’', 'personne', '’', 'assistance', '’', 'amazon', 'a', 'rapidement', 'répondue', 'nouveau', 'kindle', 'a', 'plus', 'technologie', '’', 'ancien', 'tourne', 'pages', 'digitalement', 'plus', 'a', 'éclairage', 'frontal', '’', 'aime', 'bien', 'aussi']"
177,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Super!,5,"Cadeau de fête des père pour mon mari, grand lecteur mais pas du tout nouvelle technologie. J'avais un peu d'appréhension étant donné qu'il n'arrive pas à se servir d'un portable tactile, et avec la liseuse EUREKA! il c'est tout suite adapté. De plus sur amazon il est possible d'emprunté des livres. Merci Amazon",['super'],"['cadeau', 'fête', 'père', 'mari', 'grand', 'lecteur', 'tout', 'nouvelle', 'technologie', 'javais', 'peu', 'dappréhension', 'donné', 'quil', 'narrive', 'servir', 'dun', 'portable', 'tactile', 'liseuse', 'eureka', 'cest', 'tout', 'suite', 'adapté', 'plus', 'amazon', 'possible', 'demprunté', 'livres', 'merci', 'amazon']"
178,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","Outil exceptionnel, que je découvre, et qui m'a fait me remettre à lire !",5,"Nous devrions tous avoir une ""liseuse"", Kindle ou autre, comme nous avons des smartphones.On peut lire n'importe où, à n'importe quel moment, de nuit comme de jour, dans cet objet de la taille d'une main d'adulte, où l'on peut transporter des quantités de livres sans prendre de la place ni peser !On peut surligneur des passages, insérer des notes, accéder en ligne au dictionnaire (cette fonction nécessite d'être connecté en Wifi).Cela dit, peut-être que si ça se répandait très largement, le prix de certains livres (achat ou prêt), ou celui de l'abonnement annuel, diminueraient, car pour l'instant c'est parfois cher pour un livre immatériel ! Aux fabricants,  éditeurs et diffuseurs, dont Amazon, d'aller dans ce sens pour favoriser la culture ?","['outil', 'exceptionnel', 'découvre', 'fait', 'remettre', 'lire']","['devrions', 'tous', 'avoir', 'liseuse', 'kindle', 'autre', 'comme', 'smartphoneson', 'peut', 'lire', 'nimporte', 'où', 'nimporte', 'quel', 'moment', 'nuit', 'comme', 'jour', 'cet', 'objet', 'taille', 'dune', 'main', 'dadulte', 'où', 'lon', 'peut', 'transporter', 'quantités', 'livres', 'sans', 'prendre', 'place', 'ni', 'peser', 'peut', 'surligneur', 'passages', 'insérer', 'notes', 'accéder', 'ligne', 'dictionnaire', 'cette', 'fonction', 'nécessite', 'dêtre', 'connecté', 'wificela', 'dit', 'peutêtre', 'si', 'ça', 'répandait', 'très', 'largement', 'prix', 'certains', 'livres', 'achat', 'prêt', 'celui', 'labonnement', 'annuel', 'diminueraient', 'car', 'linstant', 'cest', 'parfois', 'cher', 'livre', 'immatériel', 'fabricants', 'éditeurs', 'diffuseurs', 'dont', 'amazon', 'daller', 'sens', 'favoriser', 'culture']"
179,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Idéale pour les vacances et les transports,5,"Tout simplement parfait ! L'option rétroéclairage permet de lire tardivement sans gêner son entourage.Petit délai au niveau de réactivité / affichage : et oui, ce n'est pas un smartphone mais une liseuse. Il faut s'y faire mais ça n'a rien de gênant.Prend très peu de place même avec une protection ; je l'emmène avec moi dans mes trajets quotidiens et elle tient facilement dans la poche de mon manteau.Plus grand avantage de tous : permet de lire à une main dans le lit !","['idéale', 'vacances', 'transports']","['tout', 'simplement', 'parfait', 'loption', 'rétroéclairage', 'permet', 'lire', 'tardivement', 'sans', 'gêner', 'entouragepetit', 'délai', 'niveau', 'réactivité', 'affichage', 'oui', 'nest', 'smartphone', 'liseuse', 'faut', 'sy', 'faire', 'ça', 'na', 'rien', 'gênantprend', 'très', 'peu', 'place', 'protection', 'lemmène', 'trajets', 'quotidiens', 'tient', 'facilement', 'poche', 'manteauplus', 'grand', 'avantage', 'tous', 'permet', 'lire', 'main', 'lit']"
180,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Très décue,1,J'ai fait un marathon de lecture car clouée au lit....Ne tiens que 8H de lecture!!!!!DESCRIPTIF EST DONC FAUX!,"['très', 'décue']","['jai', 'fait', 'marathon', 'lecture', 'car', 'clouée', 'litne', 'tiens', 'h', 'lecturedescriptif', 'donc', 'faux']"
181,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","Excellente liseuse, très bon rapport qualité prix",5,"Voulant me remettre à la lecture, j’ai voulu tester la liseuse. Cela est très différent d’un livre format papier mais je suis très satisfaite. Utilisation très simple et qualité plus que correcte. Très bonne réactivité de l’écran et taille de l’écran très convenable. Le prix est abordable et la bibliothèque Kindle est vraiment diversifiée. L’achat d’un ebook est très attractif niveau prix plutôt que d’opter pour un livre format papier, cela est nettement moins cher. Si vous êtes comme moi débutante en liseuse, ce modèle est fait pour vous, très bon rapport qualité prix ! Je recommande fortement cette liseuse Kindle.","['excellente', 'liseuse', 'très', 'bon', 'rapport', 'qualité', 'prix']","['voulant', 'remettre', 'lecture', '’', 'voulu', 'tester', 'liseuse', 'cela', 'très', 'différent', '’', 'livre', 'format', 'papier', 'très', 'satisfaite', 'utilisation', 'très', 'simple', 'qualité', 'plus', 'correcte', 'très', 'bonne', 'réactivité', '’', 'écran', 'taille', '’', 'écran', 'très', 'convenable', 'prix', 'abordable', 'bibliothèque', 'kindle', 'vraiment', 'diversifiée', '’', 'achat', '’', 'ebook', 'très', 'attractif', 'niveau', 'prix', 'plutôt', '’', 'opter', 'livre', 'format', 'papier', 'cela', 'nettement', 'moins', 'cher', 'si', 'comme', 'débutante', 'liseuse', 'modèle', 'fait', 'très', 'bon', 'rapport', 'qualité', 'prix', 'recommande', 'fortement', 'cette', 'liseuse', 'kindle']"
182,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Baisse de qualité,3,Cette kindle est la 3ème kindle que j achete.  Ma précédente Kindle allait avoir 6 ans et la batterie commençait à faiblir donc j ai décidé de réinvestir avant qu elle me lâche.  J avais été plus qu heureuse de ma précédente Kindle au point où j en avait acheté une pour ma mère qui a été elle aussi conquise. Donc je n ai pas hésité.J aime toujours la kindle en elle meme mais je dois avouer que je suis déçue.Le tactile a par moment des beugs et ne veut pas passer à la page suivante je dois revenir en arrière pour pouvoir avancer. Rien de grave mais elle est neuve c est quand même ennuyant.Deuxième déception la batterie la ou ma première liseuse tenait plus d une semaine au début la elle ne dure que difficilement 3 jours. Certes je lis énormément mais je coupe le Wi fi et l éclairage est vraiment bas. Bref je ne comprend pas la baisse de qualité entre les generations.Dommage.Je laisse tout de même 3 étoiles car elle fait le job et ce serait malhonnête de mettre moins.,"['baisse', 'qualité']","['cette', 'kindle', 'ème', 'kindle', 'achete', 'précédente', 'kindle', 'allait', 'avoir', 'ans', 'batterie', 'commençait', 'faiblir', 'donc', 'décidé', 'réinvestir', 'avant', 'lâche', 'plus', 'heureuse', 'précédente', 'kindle', 'point', 'où', 'acheté', 'mère', 'a', 'aussi', 'conquise', 'donc', 'hésitéj', 'aime', 'toujours', 'kindle', 'meme', 'dois', 'avouer', 'déçuele', 'tactile', 'a', 'moment', 'beugs', 'veut', 'passer', 'page', 'suivante', 'dois', 'revenir', 'arrière', 'pouvoir', 'avancer', 'rien', 'grave', 'neuve', 'quand', 'ennuyantdeuxième', 'déception', 'batterie', 'première', 'liseuse', 'tenait', 'plus', 'semaine', 'début', 'dure', 'difficilement', 'jours', 'certes', 'lis', 'énormément', 'coupe', 'wi', 'fi', 'éclairage', 'vraiment', 'bas', 'bref', 'comprend', 'baisse', 'qualité', 'entre', 'generationsdommageje', 'laisse', 'tout', 'étoiles', 'car', 'fait', 'job', 'malhonnête', 'mettre', 'moins']"
183,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",simple,5,"cela fait plusieurs années que j' y pensais, j lis énormément et les livres s'empilent dans la bibliothèque, sachant que je donne ceux que je sais que je ne relirais pas. j'ai donc ""sauté""le pas, car malade, il devient pénible de tenir les livres...bref, que du bien à en dire, j'ai maitrisé rapidement. j'étais inquiète de ne pas avoir la même sensation mais j'ai très vite oublié que je ne tenais pas un livre en main et le plaisir de la lecture, sans le poids du livre, non vraiment, sympa!",['simple'],"['cela', 'fait', 'plusieurs', 'années', 'pensais', 'lis', 'énormément', 'livres', 'sempilent', 'bibliothèque', 'sachant', 'donne', 'ceux', 'sais', 'relirais', 'jai', 'donc', 'sautéle', 'car', 'malade', 'devient', 'pénible', 'tenir', 'livresbref', 'bien', 'dire', 'jai', 'maitrisé', 'rapidement', 'jétais', 'inquiète', 'avoir', 'sensation', 'jai', 'très', 'vite', 'oublié', 'tenais', 'livre', 'main', 'plaisir', 'lecture', 'sans', 'poids', 'livre', 'non', 'vraiment', 'sympa']"
184,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir","A surveiller pour la batterie, bon dans l'ensemble.",5,"L'éclairage intégré change vraiment la done, c'est genial. Par contre la transition entre les pages me paraît assez longue.En ce qui concerne la batterie, je suis passé de 41% a 35% en 5 minutes à peine, le temps d'effectuer les changements de noms d'appareils et de connecter l'appareil a Amazon. Je surveille donc la batterie pour voir si je ne renvoi pas l'appareil si le problème s'avère être réel.","['a', 'surveiller', 'batterie', 'bon', 'lensemble']","['léclairage', 'intégré', 'change', 'vraiment', 'done', 'cest', 'genial', 'contre', 'transition', 'entre', 'pages', 'paraît', 'assez', 'longueen', 'concerne', 'batterie', 'passé', 'a', 'minutes', 'peine', 'temps', 'deffectuer', 'changements', 'noms', 'dappareils', 'connecter', 'lappareil', 'a', 'amazon', 'surveille', 'donc', 'batterie', 'voir', 'si', 'renvoi', 'lappareil', 'si', 'problème', 'savère', 'être', 'réel']"
185,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Très pratique et simple d'utilisation,5,"L'écriture ne fait pas mal au yeux, c'est juste ce qu'il faut pour être à l'aise devant un écran.La kindle est ultra légère, pratique à emporter partout où l'on va. Fini les gros bouquins qui font mal au dos :DLes nombreux réglages sont très pratiques et bien pensés: luminosité réglable, taille de la police, dictionnaire intégré...L'ajout d'une coque avec un bel imprimé rend la kindle vraiment jolie, et en fait même un élément de décoration à part entière: tout comme un livre pourrait le faire ! (Ici la coque a été trouvée également sur Amazon, j'en suis ravie!)","['très', 'pratique', 'simple', 'dutilisation']","['lécriture', 'fait', 'mal', 'yeux', 'cest', 'juste', 'quil', 'faut', 'être', 'laise', 'devant', 'écranla', 'kindle', 'ultra', 'légère', 'pratique', 'emporter', 'partout', 'où', 'lon', 'va', 'fini', 'gros', 'bouquins', 'font', 'mal', 'dos', 'dles', 'nombreux', 'réglages', 'très', 'pratiques', 'bien', 'pensés', 'luminosité', 'réglable', 'taille', 'police', 'dictionnaire', 'intégrélajout', 'dune', 'coque', 'bel', 'imprimé', 'rend', 'kindle', 'vraiment', 'jolie', 'fait', 'élément', 'décoration', 'part', 'entière', 'tout', 'comme', 'livre', 'pourrait', 'faire', 'ici', 'coque', 'a', 'trouvée', 'également', 'amazon', 'jen', 'ravie']"
186,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",C'est déjà ça mais...,4,"J'ai longuement hésité avant de passer à ce format. Le confort d'un livre papier est inégalable.Je l'utilise avec modération car je trouve son utilisation assez contraignante pour charger les livres (formats, compte amazon obligatoire).Toutefois, elle a une bonne autonomie de batterie, la prise en main n'est pas trop gênante et la luminosité est adaptée à la lecture nocturne sans agresser les yeux.","['cest', 'déjà', 'ça']","['jai', 'longuement', 'hésité', 'avant', 'passer', 'format', 'confort', 'dun', 'livre', 'papier', 'inégalableje', 'lutilise', 'modération', 'car', 'trouve', 'utilisation', 'assez', 'contraignante', 'charger', 'livres', 'formats', 'compte', 'amazon', 'obligatoiretoutefois', 'a', 'bonne', 'autonomie', 'batterie', 'prise', 'main', 'nest', 'trop', 'gênante', 'luminosité', 'adaptée', 'lecture', 'nocturne', 'sans', 'agresser', 'yeux']"
187,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Utilisation,3,Lecture. Je préfère l’ancien kindle que j’avais avec commande page précédente/page suivante à droite et à gauche de l’apparei,['utilisation'],"['lecture', 'préfère', '’', 'ancien', 'kindle', '’', 'commande', 'page', 'précédentepage', 'suivante', 'droite', 'gauche', '’', 'apparei']"
188,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Excellent,5,"Je viens d'acquérir ce Kindle pour mon anniversaire :)Je suis impressionné de sa facilité d'utilisationFacile pour ajouter des livres dessusLa luminosité est superbe pour lire et ne fatigue absolument pas les yeux.Si je dois vraiment lui trouver un défaut, ben franchement il n'y en a pas.Mais ce qui serait chouette c'est que l'on puisse augmenter sa capacité de stockage avec une carte micro SDmais on ne devrait pas dépasser les  ou 8Go en plus. Enfin du moins pour ce modèle.Merci Amazon, Kindle pour cette liseuse qui est au top",['excellent'],"['viens', 'dacquérir', 'kindle', 'anniversaire', 'impressionné', 'facilité', 'dutilisationfacile', 'ajouter', 'livres', 'dessusla', 'luminosité', 'superbe', 'lire', 'fatigue', 'absolument', 'yeuxsi', 'dois', 'vraiment', 'trouver', 'défaut', 'ben', 'franchement', 'ny', 'a', 'pasmais', 'chouette', 'cest', 'lon', 'puisse', 'augmenter', 'capacité', 'stockage', 'carte', 'micro', 'sdmais', 'devrait', 'dépasser', 'go', 'plus', 'enfin', 'moins', 'modèlemerci', 'amazon', 'kindle', 'cette', 'liseuse', 'top']"
189,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Exactement ce que je cherchais,5,"On m'avait en tout premier lieu offert une liseuse de base (que j'ai vite ramenée au magasin). Et ayant déjà toute ma bibliothèque sur Kindle, j'ai opté pour ce modèle. Le tactile est impeccable, le contraste excellent. La qualité de fabrication semble au rendez-vous donc c'est un grand oui. Dommage que les protections made in Amazon coûtent si cher, car elles sont au final indispensables. Bel appareil en tout cas, léger, compact et performant comme on peut s'y attendre.","['exactement', 'cherchais']","['mavait', 'tout', 'premier', 'lieu', 'offert', 'liseuse', 'base', 'jai', 'vite', 'ramenée', 'magasin', 'déjà', 'toute', 'bibliothèque', 'kindle', 'jai', 'opté', 'modèle', 'tactile', 'impeccable', 'contraste', 'excellent', 'qualité', 'fabrication', 'semble', 'rendezvous', 'donc', 'cest', 'grand', 'oui', 'dommage', 'protections', 'made', 'in', 'amazon', 'coûtent', 'si', 'cher', 'car', 'elles', 'final', 'indispensables', 'bel', 'appareil', 'tout', 'cas', 'léger', 'compact', 'performant', 'comme', 'peut', 'sy', 'attendre']"
190,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Motivation à la lecture,4,"Je commence par l'étoile en moins : câble de charge très fragile, ne fonctionne plus au bout de 40 jours et 3 utilisations (je prends soin de mes affaires).Je pense que tout a été dit sur les avantages (voir les autres commentaires), j'ajoute juste que c'est possible de lire les PDF (copier/coller avec le PC).","['motivation', 'lecture']","['commence', 'létoile', 'moins', 'câble', 'charge', 'très', 'fragile', 'fonctionne', 'plus', 'bout', 'jours', 'utilisations', 'prends', 'soin', 'affairesje', 'pense', 'tout', 'a', 'dit', 'avantages', 'voir', 'autres', 'commentaires', 'jajoute', 'juste', 'cest', 'possible', 'lire', 'pdf', 'copiercoller', 'pc']"
191,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Petite liseuse de poche.,5,"En effet quand je l'ai reçue chez moi, je me suis dit qu'elle était vraiment petite, ça fait tablette pour enfant mais après utilisation, je trouve que son format livre de poche est vraiment pratique (rangement). Elle peut être utilisée quand il y a beaucoup de lumière ambiante sans problème de lecture. Seul petit bémol, l'emplacement du bouton de mise en veille qui est situé en bas de la liseuse, ce qui fait que parfois j'appuie dessus par accident. Perso je le mettrais au-dessus de celle-ci.","['petite', 'liseuse', 'poche']","['effet', 'quand', 'lai', 'reçue', 'chez', 'dit', 'quelle', 'vraiment', 'petite', 'ça', 'fait', 'tablette', 'enfant', 'après', 'utilisation', 'trouve', 'format', 'livre', 'poche', 'vraiment', 'pratique', 'rangement', 'peut', 'être', 'utilisée', 'quand', 'a', 'beaucoup', 'lumière', 'ambiante', 'sans', 'problème', 'lecture', 'seul', 'petit', 'bémol', 'lemplacement', 'bouton', 'mise', 'veille', 'situé', 'bas', 'liseuse', 'fait', 'parfois', 'jappuie', 'dessus', 'accident', 'perso', 'mettrais', 'audessus', 'celleci']"
192,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Peu fiable dans le temps !,1,"Commentaire après l'achat :Bon produit !Cependant, comme je n'arrivais pas à y installer le MDP pour la wifi (ce qui pouvait devenir problématique pour acheter un e-book), le service client a été réactif et m'a envoyé une mise à jour de la kindle à télécharger sur l'ordi puis à transférer sur la kindle.Résultat : j'ai pu enregistré mon e-book via le câble USB sur ma kindle, sans passer par le wifi.Cela me convient parfaitement.Merci au SAV.Après 14 mois : d'une faible utilisation, la kindle ne fonctionne plus ! C'est la 2ème fois que cela m'arrive avec une kindle... et la dernière ! J'ai changé la note, mais laissé le commentaire initial.","['peu', 'fiable', 'temps']","['commentaire', 'après', 'lachat', 'bon', 'produit', 'cependant', 'comme', 'narrivais', 'installer', 'mdp', 'wifi', 'pouvait', 'devenir', 'problématique', 'acheter', 'ebook', 'service', 'client', 'a', 'réactif', 'envoyé', 'mise', 'jour', 'kindle', 'télécharger', 'lordi', 'puis', 'transférer', 'kindlerésultat', 'jai', 'pu', 'enregistré', 'ebook', 'via', 'câble', 'usb', 'kindle', 'sans', 'passer', 'wificela', 'convient', 'parfaitementmerci', 'savaprès', 'mois', 'dune', 'faible', 'utilisation', 'kindle', 'fonctionne', 'plus', 'cest', 'ème', 'fois', 'cela', 'marrive', 'kindle', 'dernière', 'jai', 'changé', 'note', 'laissé', 'commentaire', 'initial']"
193,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Bon écran,2,Avant ma femme avait le 1er Kindle sans rétro-éclairage très facile à chercher grâce au bouton. Avec ce tactile revenir à l'accueil a la fin de lecture d'un livre il faut éteindre l'appareil et redémarrage pour avoir l'accueil et de choisir un autre livre. Galère de chez galère d'où 2 étoiles.,"['bon', 'écran']","['avant', 'femme', 'er', 'kindle', 'sans', 'rétroéclairage', 'très', 'facile', 'chercher', 'grâce', 'bouton', 'tactile', 'revenir', 'laccueil', 'a', 'fin', 'lecture', 'dun', 'livre', 'faut', 'éteindre', 'lappareil', 'redémarrage', 'avoir', 'laccueil', 'choisir', 'autre', 'livre', 'galère', 'chez', 'galère', 'doù', 'étoiles']"
194,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Au top,5,"J'ai profité de la promo pour me lancer dans une liseuse. Je ne regrette absolument pas, je lisais avant sur portable ou tablette et je pensais bêtement que cela serait pareil d'où mon hésitation. Je peux vous dire que cela n'a rien à voir et que la kindle offre un confort de lecture vraiment topissime. Je trouve le tactile un peu lent mais sans doute car je suis trop habitué aux autres écrans. Sinon je le répète elle est vraiment TOP. Je recommande à fond.",['top'],"['jai', 'profité', 'promo', 'lancer', 'liseuse', 'regrette', 'absolument', 'lisais', 'avant', 'portable', 'tablette', 'pensais', 'bêtement', 'cela', 'pareil', 'doù', 'hésitation', 'peux', 'dire', 'cela', 'na', 'rien', 'voir', 'kindle', 'offre', 'confort', 'lecture', 'vraiment', 'topissime', 'trouve', 'tactile', 'peu', 'lent', 'sans', 'doute', 'car', 'trop', 'habitué', 'autres', 'écrans', 'sinon', 'répète', 'vraiment', 'top', 'recommande', 'fond']"
195,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Excellent produit,5,"J,avais offert à mon épouse une Kindle. J'utilisais une liseuse d'une autre marque. Le chargement des ouvrages était autrement plus complexe que celui de la Kindle. J'ai opté pour ce modèle premier prix qui me donne toute satisfaction. Très facile d'usage; et l'éclairage (réglable de rien à de quoi éclairer une pièce!) est un plus dont je ne saurais maintenant me passer.Pourquoi payer plus cher?J'ai pris le modèle avec pub et vraiment ce n'est en rien dérangeant.","['excellent', 'produit']","['javais', 'offert', 'épouse', 'kindle', 'jutilisais', 'liseuse', 'dune', 'autre', 'marque', 'chargement', 'ouvrages', 'autrement', 'plus', 'complexe', 'celui', 'kindle', 'jai', 'opté', 'modèle', 'premier', 'prix', 'donne', 'toute', 'satisfaction', 'très', 'facile', 'dusage', 'léclairage', 'réglable', 'rien', 'quoi', 'éclairer', 'pièce', 'plus', 'dont', 'saurais', 'maintenant', 'passerpourquoi', 'payer', 'plus', 'cherjai', 'pris', 'modèle', 'pub', 'vraiment', 'nest', 'rien', 'dérangeant']"
196,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Génial,5,"J'étais pas spécialement pour au début mais avec le covid et les problèmes que cela engendre pour les livres que je dévore c'était la solution idéale pour moi et aujourd'hui je ne pourrais plus m'en passer, elle a une taille idéale, le rétro éclairage est idéal pour lire sans se fatiguer et surtout on peut choisir la taille de lecture pour un plus grand confort et le choix de lecture est immense",['génial'],"['jétais', 'spécialement', 'début', 'covid', 'problèmes', 'cela', 'engendre', 'livres', 'dévore', 'cétait', 'solution', 'idéale', 'aujourdhui', 'pourrais', 'plus', 'men', 'passer', 'a', 'taille', 'idéale', 'rétro', 'éclairage', 'idéal', 'lire', 'sans', 'fatiguer', 'surtout', 'peut', 'choisir', 'taille', 'lecture', 'plus', 'grand', 'confort', 'choix', 'lecture', 'immense']"
197,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",répond à l'attendu,5,"c'est notre 1ère lisseuse, achat pour ma fille de 9 ansje ne suis pas déçue, luminosité impeccable même pour lire dans le noir notamment pour les yeuxj'ai un peu de difficulté pour faire glisser et revenir à l'accueil mais sinon aucun probleme pour tourner les pageléger et facile à emporter. avec une coque de protection et un protège écran c'est parfait.vraiment agréable","['répond', 'lattendu']","['cest', 'ère', 'lisseuse', 'achat', 'fille', 'ansje', 'déçue', 'luminosité', 'impeccable', 'lire', 'noir', 'notamment', 'yeuxjai', 'peu', 'difficulté', 'faire', 'glisser', 'revenir', 'laccueil', 'sinon', 'aucun', 'probleme', 'tourner', 'pageléger', 'facile', 'emporter', 'coque', 'protection', 'protège', 'écran', 'cest', 'parfaitvraiment', 'agréable']"
